1032	1749
1033	1418
1034	1088
1035	2743
1036	2412
1037	2082
1038	1751
1039	1421
1040	1090
1041	2745
1042	2415
1043	2084
1044	1753
1045	1423
1046	1092
1047	2747
1048	2417
1049	2086
1050	1756
1051	1425
1052	1095
1053	2419
1054	2088
1055	1758
1056	1427
1057	1096
1058	2752
1059	2421
1060	2090
1061	1760
1062	1429
1063	1099
1064	2754
1065	2423
1066	2093
1067	1762
1068	1431
1069	1101
1070	2756
1071	2425
1072	2095
1073	1764
1074	1434
1075	1103
1076	2758
1077	2428
1078	2097
1079	1767
1080	1436
1081	1105
1082	2760
1083	2430
1084	2099
1085	1769
1086	1107
1087	777
1088	2763
1089	2432
1090	2102
1091	1771
1092	1440
1093	1110
1094	779
1095	2765
1096	2435
1097	2104
1098	1774
1099	1443
1100	1112
1101	2768
1102	2437
1103	2106
1104	1776
1105	1445
1106	1115
1107	2770
1108	2439
1109	2109
1110	1778
1111	1447
1112	1117
1113	2772
1114	2441
1115	2111
1116	1780
1117	1450
1118	1119
1119	2774
1120	2444
1121	2113
1122	1783
1123	1452
1124	1121
1125	2776
1126	2446
1127	2115
1128	1785
1129	1454
1130	1124
1131	2779
1132	2448
1133	2118
1134	1787
1135	1456
1136	1126
1137	2781
1138	2450
1139	2120
1140	1789
1141	1459
1142	1128
1143	2783
1144	2453
1145	2122
1146	1791
1147	1461
1148	1130
1149	800
1150	2786
1151	2455
1152	2125
1153	1794
1154	1463
1155	1133
1156	2788
1157	2457
1158	2127
1159	1796
1160	1466
1161	1135
1162	805
1163	2791
1164	2460
1165	2129
1166	1799
1167	1468
1168	1138
1169	2793
1170	2462
1171	2132
1172	1801
1173	1140
1174	809
1175	2795
1176	2465
1177	2134
1178	1803
1179	1473
1180	1142
1181	2797
1182	2467
1183	2136
1184	1806
1185	1475
1186	2137
1187	1807
1188	1476
1189	1146
1190	815
1191	2801
1192	2470
1193	2140
1194	1809
1195	1479
1196	1148
1197	818
1198	2804
1199	2473
1200	2143
1201	1812
1202	1481
1203	1151
1204	820
1205	2806
1206	2476
1207	2145
1208	1815
1209	1484
1210	1153
1211	2808
1212	2478
1213	2147
1214	1817
1215	1486
1216	1156
1217	825
1218	2811
1219	2481
1220	2150
1221	1819
1222	1489
1223	1158
1224	828
1225	2814
1226	2483
1227	2153
1228	1822
1229	1491
1230	1161
1231	2816
1232	2485
1233	2155
1234	1824
1235	1494
1236	1163
1237	832
1238	2819
1239	2488
1240	2157
1241	1827
1242	1496
1243	1166
1244	835
1245	2821
1246	2491
1247	2160
1248	1829
1249	1499
1250	1168
1251	2823
1252	2493
1253	2162
1254	1832
1255	1501
1256	1171
1257	2826
1258	2495
1259	2164
1260	1834
1261	1503
1262	1173
1263	2828
1264	2497
1265	2167
1266	1836
1267	1506
1268	1175
1269	844
1270	2830
1271	2500
1272	2169
1273	1839
1274	1508
1275	1178
1276	847
1277	2833
1278	2502
1279	2172
1280	1841
1281	1511
1282	1180
1283	2835
1284	2505
1285	2174
1286	1844
1287	1513
1288	1182
1289	852
1290	2838
1291	2507
1292	2177
1293	1846
1294	1847
1295	1516
1296	1185
1297	855
1298	2841
1299	2510
1300	2180
1301	1849
1302	1519
1303	1188
1304	2843
1305	2513
1306	2182
1307	1851
